hash,block_number,index,status,pnl_heuristic,gross_profit,miner_tip,tx_cost,pnl
0x18207ad0fb20e3e565c04778b0048108fd397592c4bbb680f2cca507bcfb94c6,13658086,18,1,2,0.009273712058087604,0.001901110971907917,0.006111769043860128,0.0012608320423195592
0x18541684efefec768d42abb4872b49a4161a304877cde6b6170597575591d524,13479294,0,1,2,0.043956903599061764,0.005142957721090215,0.01820325934981277,0.020610686528158777
0x1856c2a4ef879c5690181d0651367a3013ec7aaf0ced2d50447092bd32355c4e,13744446,102,1,1,0.014702903255813953,0.0021069,0.007567948556975244,0.005028054698838709
0x188adc54563ebb36d2872748befbc08766824e2800cc980b638fa05f55beff5c,13677404,133,1,2,0.28544534035174973,0.1301630752003977,0.03512177366842997,0.12016049148292204
0x18cf01007ae127d50f7939a5f0fe1f1772daea91dd24be2e8832e2ff969c6f23,13700642,0,1,2,0.2942713544898148,0.14301587828204976,0.021122534662678175,0.13013294154508687
0x18e192fa5aaa7ac9bf4f65948c5d41debe10b2c51c76c2ca10e0f3567afa9558,13625343,0,1,2,0.015639199018758248,0.00383160375959571,0.010535825991805334,0.001271769267357203
0x18ec2c2e5720c6d332a0f308f8803e834e06c78dcebdc255178891ead56c6d73,13710082,0,1,2,0.025000000000000383,0.00955,0.006608070339515968,0.008841929660484416
0x19513ea51cae6863a3743e649b6910f87d2c68fbc6babc1b77eb2d4cf210f1a3,13687557,5,1,2,0.07036791539523231,0.01442542265602258,0.0424587887713308,0.01348370396787893
0x1a3dbe72fda6a215cc009a940ba28752c47f5514a90aa647f73ac44fc34c4e1f,13719676,10,1,2,0.01622169130026079,0.003017234581848471,0.010646397566748287,0.00255805915166403
0x1b444d9b3d2905e2dea9d5bda764f8e960c0281f8106ba7f398c57388d673bc4,13693062,1,1,1,0.15751456976744185,0.0412355,0.030861252816918795,0.08541781695052306
0x1b81b79a23f52e1f8b667394f0cc1e367d330652111a914202649f1e69bd7321,13634094,0,1,2,1.3913846456195176,0.7082147846203342,0.02874933813985686,0.6544205228593265
0x1ba22b1f31d1f7b8dfd3e36b3706a17c8a6a84036267b02ed7f4c37bb80e45a4,13465764,0,1,2,0.08535906403138217,0.03397290748448996,0.018715716489596055,0.03267044005729616
0x1bc44e1c23c0b62ece4e03156835ea3068aa4978e5e2b67e1ecbe17d8f57e716,13727744,35,1,2,0.010884471920507021,0.002394583822511496,0.00670823600873148,0.0017816520892640457
0x1c28fa304db22b08aad3b4cbafcb618c64502fb45c74e809ebba97bebb00e11d,13701386,1,1,2,0.03000000000000054,0.01314,0.00469661010997439,0.01216338989002615
0x1c5860b60c3d28584ecf364b1a6711cc46bc4e26304ca46831b91d11db2b117a,13678425,1,1,2,0.025807746650024006,0.005342203556554926,0.01629248486478048,0.004173058228688603
0x1c6d7e1b82726f89c8b8e54df8e300959752c23df8bb93e2fd90f36a23e3984d,13714961,3,1,2,0.010551120670906397,0.002089121892839427,0.00677323604276424,0.00168876273530273
0x1c869e6803255f3db66a43d2c9d09eb0ff6627e803a8d3f9eb164bb7035895ba,13739509,9,1,2,0.012687308044210983,0.002334464680134787,0.0081753963710718,0.002177446993004397
0x1ceabaf48d85dbeebeff6d3a0d4ba08fa3005a4be96899bb88b2699f36d92345,13610623,16,1,2,0.19393206510175234,0.08533010864477278,0.0297043191897376,0.07889763726724197
0x1cfe8b42527dd3af7ecaf0f87d6efdba6120866e65db57b9fb24b660542068c9,13582463,2,1,2,0.2988545949384002,0.13926624124129433,0.030831026925211624,0.12875732677189428
0x1d70e8e0bd355f76d4c82c133a5b7e8ec4ce83275dc823e5e1ac3ed6b72c298b,13671245,0,1,2,0.1467118106426908,0.05912485968900438,0.032769531539359215,0.05481741941432719
0x1d86d84fa900e962ef156ed3bfc0a05db68ec104df0a0ebf3f8f43407bfd2ccf,13726364,9,1,2,0.010030025412653564,0.001634894142262504,0.00687101304218454,0.0015241182282065202
0x1df003064f887ed028dab4eb432714f8ab2a33b0b7fbd2629f8168c6abed2aad,13498551,2,1,2,0.13404936575028478,0.026005576955555363,0.0472795666310539,0.060764222163675524
0x1e5dfc436977c2bc5cd41698f4798851aaf21637258148babdb70710a205eed9,13671297,0,1,2,0.46951530055258967,0.23569668087739976,0.016148535387845112,0.2176700842873448
0x1f4f9fc76faf22e8553e372fc8678013e707940c7d7f2950bc29fd0f76fa152a,13742215,4,1,1,0.16700037412581514,0.0422181,0.03747948510003204,0.08730278902578309
0x1f77277f8ea77d9d65c6ac85e044ecb83af622c0e57e43063da7377ceeb57f10,13680281,0,1,2,0.21258730150839433,0.09693980948782777,0.02590485408156789,0.08974263793899867
0x1f7c0c1287c80ed8d7f2774f02379d8da7d3486e6c66ad5abd5193264c81a087,13696567,49,1,2,0.010950997933398824,0.002453023537081286,0.006695737197625872,0.0018022371986916664
0x1fa46da7bb5d93792e0b87da8ee428306f225bb8d2cbd63554f59fb6d54d63f5,13714624,7,1,2,0.011893858986794537,0.001629458681190832,0.008753178391170444,0.0015112219144332618
0x2080f9d810bf57cc41d53326a2ba34ba2af48fbf2c5f6a1f782c67d2578e3dd7,13614816,6,1,2,0.03581941581850265,0.01020853350827319,0.016137305539729842,0.009473576770499613
0x20af13c516432b85da79192f9b92f579878f575e88506d0a5125cac2bc674b95,13688953,3,1,2,0.15229988439382147,0.052391160231474374,0.05109899054398912,0.04880973361835796
0x20b6d80cdd8ff3c6059e4e9d318b3fa91be7e94255e30496b74f0ec61b290f7a,13747715,0,1,2,0.021775525419186287,0.006293126846144754,0.009648654636521675,0.005833743936519857
0x21e5036f9f9b5bd5052250951e7c9753dbb75fda407eab9706585092b30b4a36,13557838,5,1,1,0.36317643415511075,0.0949417,0.089941891452448,0.1782928427026627
0x2216669f9463c03e0efb3fe7f781e76e76a78d45dfd251288f261e7f23f130d0,13699328,4,1,2,0.013460239262685731,0.001763291343411813,0.010046537161300512,0.001650410757973406
0x23d16087dd6b231e31c04e980e23b73c05d61cef5d9b63d1dd7c224bad933670,13596747,1,1,1,0.0871242611627907,0.0096445,0.04445259596532302,0.033027165197467685
0x23dd0fdcd75969b1f6912d9b4254b708978f36b454bf5288c33e64050b42c542,13593307,0,1,2,0.22819393708545607,0.08169342947659314,0.07102848131142882,0.07547202629743412
0x242b44a7cf9ab211d6f0b6f6729713da0616b31d0265dcc27be1a9f2a998f283,13609466,3,1,2,0.014221004957586162,0.002303802803128932,0.01093460949523728,0.0009825926592199503
0x258c3451bff2553b30cf2024351ed94392325333cea86a54eacaced3273b02b2,13664557,0,1,2,0.22888113051270406,0.10963406151558501,0.01762093737655145,0.1016261316205676
0x25d63f1bc815ae2845a76a9a9a76fb3249baa476bd6be9d6f10b23297b7a55a6,13646356,12,1,2,0.01817867201812223,0.004144737220131816,0.01103765445376632,0.0029962803442240924
0x2718f20c66d345bc118cfe984225406afa27a526ace000bf113a0e9c750d853d,13631673,1,1,2,0.2762373783464429,0.04475045529212338,0.05242008234422935,0.17906684071009016
0x277ac3fa715c30fa79c63760766fb49069c45360020a90ecbe05e97b537987de,13610050,3,1,2,0.017465331551976226,0.0039296995991946,0.012181392705547895,0.0013542392472337302
0x2825af1b1b3ba9ef881904779990f0fc70f50596a71aa992f75c79cea4ef0bdd,13735214,2,1,1,0.10442718731100077,0.1044247856830938,0.08468505600224654,-0.08468265437433957
0x284a5cda0e9ce328f0ff054cf6373d9f87090eeaf92922f5eb3f9bd41c873a9d,13643192,8,1,2,0.018831004530446022,0.004199314010289413,0.011540089195130828,0.00309160132502578
0x28d3d3483369d12981c2af84aba7777354a05688f2511d37cf2ce54611234910,13632407,0,1,2,0.30129044552156115,0.13618328137574523,0.03898279756721257,0.12612436657860338
0x28db0797e3fa88df631207b8af15d91de0616b68026764519a81696ca3b42b6a,13680594,4,1,2,0.5204643313846176,0.2508638077273857,0.03754691167456553,0.23205361198266633
0x29a3aed54bf1f9fb8463962594015611192701cdb82292b1ac00488897c1c33a,13732124,1,1,2,0.012587403867885238,0.002983214716688745,0.00749943185689884,0.0021047572942976536
0x2aa1813eb784ee5d1cc2230a8ddbf2f05db74da46f3c141a74b1fcb485625460,13741960,1,1,2,0.01252807333095799,0.002367805859551024,0.007950731809777834,0.002209535661629132
0x2aa4ddc266d1bceb714b15afc72a8e589d79fbf9b22cb082bd2786d0b7156a89,13604309,0,1,1,0.12603251441860466,0.0259314,0.03318343548439722,0.06691767893420744
0x2aafd9d076337733a077dbdd9dec9300d501ff7762051aac6798c1a3fce68c3f,13497733,2,1,2,0.2851461708772065,0.07356771208631918,0.04058944056916009,0.17098901822172724
0x2af0b3e32dd839cc5775d8b3a4e0a52e9419191e11485a9987e54aac9588d648,13733560,1,1,2,0.010871167678648392,0.002098135361979102,0.007037538231845297,0.001735494084823993
0x2af94caca6d4fda894d9a9ad586ef847f3bab065504552c4a9fa713095e39533,13731615,4,1,1,0.03644216,0.0046869,0.0181850075673645,0.013570252432635502
0x2be44cc0d7166e10ba8160ac9efe8b99fb29bd61a6df324f4a6dfc4554ca120a,13607435,103,1,2,0.01069090487715626,0.002790326172937716,0.00700496670898944,0.000895611995229105
0x2cfc9fe7ed5b795e008da9c0a9b785784d0e8932a82c2028bed78a316107b012,13708806,10,1,2,0.013365203875254191,0.00253938873629826,0.008695151513944425,0.0021306636250115057
0x2ea0aac4ac72e9667a4b51927703587aa97838fe4dabca155408fc866c62b520,13605206,3,1,2,0.025346632095918205,0.00519605957966319,0.01827552162801745,0.0018750508882375665
0x2ec6bf93f7903315f3244f260e897bec9020045579a4c56b277ef38050e4d273,13502629,2,1,2,0.1060453431225188,0.053977079649361506,0.04995835902046222,0.0021099044526950717
0x2fa54d5641591c8b247c366299ae01d69c5bbffe3d07efb599b495ee89d80a2e,13625385,3,1,2,0.013667247475308245,0.003334808383975152,0.009189253769515775,0.0011431853218173173
0x307e269b1d3ad720502b9746ea1fb3072804753c6bb3e47c34e4108a75926617,13604244,0,1,2,0.01997152117921825,0.004972908773625282,0.013331558062249128,0.0016670543433438406
0x3087a6c70cbccb58cfce310b8a40435b7db874717bfc1261411803598c9c8ca5,13610582,0,1,2,0.19607660816791583,0.08509724794487517,0.03237137690669738,0.07860798331634329
0x30cef4144c4b2841ee8201cc5a252c54c7611fcbc2afa12713d660864335c91a,13549392,3,1,2,0.011862051000000163,0.001933514313,0.009059009668602496,0.0008695270183976672
0x31508e9304d9681738f6ad8ba34b2ee3c192a77f968c59fcd11a79eeac9cfad2,13544315,1,1,2,0.1428213349129048,0.07598095017366432,0.06574277499633523,0.0010976097429052506
0x31524bcdd754028707a353b4bee0482f7dc872bf8d8a05d0cd911866d77e0561,13600599,5,1,2,0.015925177534644272,0.004283872756819236,0.010290827857152794,0.0013504769206722413
0x319a2b86f8d840c35c82f7de5d727a2d8bf8ddef330bb0e4a50438ed26818070,13537944,1,1,2,0.6724048742178973,0.18222172091305003,0.06669321127935451,0.4234899420254928
0x3377a2374c4080e7b8ac0ff111235736753eec484614788d664e1bd3413d6601,13565121,0,1,2,0.1952082140882998,0.08628203062702844,0.02897252446352702,0.07995365899774434
0x340e21d5cd055222b66e8e12476138ba6de9d6220e289b0c5444fc9c03f38e99,13622460,6,1,2,0.026999088083982232,0.006236789347399842,0.01865423108239644,0.00210806765418595
0x348a723505c63d603b534e4b814616790752b2c2c8b753213fe38a2b6a47ba44,13581231,0,1,2,0.29810636916970923,0.13802324892557527,0.0321978973307968,0.12788522291333715
0x34963f754798a56863e1ff7ac1732b554734344d917aeeac91cfdbb0ab23691c,13762311,3,1,2,0.013413550260587659,0.003460695967231549,0.006756111381164256,0.003196742912191855
0x35196427b0eeca33ee15e0e41f05cc5ea0abe469b4a17a8e78c212bf73c32117,13697552,3,1,2,0.020511963213449634,0.00477928742873371,0.01207075835471652,0.0036619174299994065
0x35b325599ac12b614c9f1d1789cbe45e395a73d34d0b1057f7b551fe3e4e5d09,13566239,3,1,2,0.14910345074970768,0.02564579352894971,0.02100656347592824,0.10245109374482972
0x36313b9c2c5ffbc0206edd03e65277a670f4bf344285c6e934fd57df54fe9973,13497684,0,1,2,0.14359265518470118,0.034175051933958846,0.0298572378965196,0.07956036535422274
0x36e4322773c784082196d399ff79db49ac7050b68449da3b4ecdd809369d4233,13676421,19,1,2,0.12514077850816593,0.049055185175201,0.03063229817958804,0.0454532951533769
0x36e9d40bf1762776cdd6cfb88e6daffde8d63caaf5ee1109ff17dd3a3e2f5047,13733121,0,1,2,0.009983427807276265,0.002635624941120864,0.006158210793699778,0.0011895920724556228
0x370a82b64a4b1e199b3259211268a136e8a34d71196f7be4c1cd3d2db84ed881,13723145,3,1,1,0.414863260172491,0.0959032,0.08361999308725776,0.23534006708523325
0x3797bf6000b092bf29316340597644e466c72c4520e3205e5bec7ee81b7748ec,13671299,0,1,2,0.15986595245939994,0.07385807003624258,0.017658138203884417,0.06834974421927296
0x397275378f341a1d937a7e5c912c2563300c4211627b9d30802aab3ef546b3b1,13742877,1,1,2,0.024877028828837088,0.007189461331533835,0.011050376387945328,0.006637191109357924
0x39cff3e0769bb7a441cf7a93e0e40ab492a26fa90a60dc29bb41c12280d04056,13701387,0,1,2,0.03000000000000049,0.01308,0.00479604965721086,0.012123950342789631
0x39eb9559af14e2ef4678eb368f53bbf9f300b31277904eae8ec539cebb2571a0,13615559,44,1,2,0.029954577054781162,0.006799688991435293,0.016844569066941355,0.006310318996404513
0x3a654c81ecd4c8dfba7eddf4319c2904bf0891b966b8cc3666ee3a1ef147d3f9,13707019,12,1,2,0.012243163780247554,0.001897690385938347,0.00857429392827665,0.0017711794660325558
0x3a7bc307ce632e9fb2fc95662e03adb043a94a91a990166f7da5cd2eae8d76bf,13624570,3,1,2,0.02288956102574427,0.006157291915925136,0.014780816462125335,0.001951452647693799
0x3bed861080494758cfcfc38d8e99b11e17afa88d0d82364c698683812ff804a9,13596109,2,1,2,0.051688341900068095,0.003411430565404489,0.0450723846583612,0.003204526676302409
0x3cbc7fe7a889e9968aeff99a568edf16d799b3be737deae7aa0ace2850734cd9,13630174,4,1,2,2.9911628729450968e-12,0.2991146,0.11982662672431522,-0.41894122672132406
0x3d37c215ade8a20d4715350d9d51549fcbeef102db61ef1f72cdcd0b46a71753,13605009,2,1,2,0.027073942202664212,0.005766749689167432,0.01925777853895891,0.0020494139745378705
0x3e0a94db5e0fa69a3abb4bf43a5708c38a7b75b4124ccfef01bbca4ebff140da,13645076,0,1,2,0.35592592007253,0.17120036755488668,0.02640010913169598,0.15832544338594734
0x3e16d9231be1d6f88755d16ae71244ab4615bf15a91dc547b98379d109192153,13608722,128,1,2,0.37702962769954596,0.1530740288460173,0.08231829889160473,0.14163729996192392
0x3edbd2b3850866ea51cee33c9f29b358537d12e7c9b006af4bd802a0d2d1703c,13521040,0,1,2,0.19392954188312345,0.046930949135715765,0.037425180818996574,0.10957341192841111
0x3eff68f111e6ed2a7b0e8a2e81c001783bcfd02272697b9cf693b1a868040f4b,13735203,0,1,1,0.5156421616480902,0.5156401444387878,0.10652824543080258,-0.10652622822150025
0x3f281990c191c473faa9e8b47e750dd5dbbe98098813c30d6399fc630a02e42c,13737812,6,1,2,0.1063840211375207,0.03946847184202022,0.03031194789649004,0.036603601399010435
0x3f7d7bd9393090a53789b778212576976e54fb40e907a07172825148ffbc4db4,13747650,7,1,2,0.06034251945517303,0.005310141712055218,0.05004174442597642,0.004990633317141391
0x3fb2f9cc6bf55c7e65a9e12cadacc184cfada4f9b7302686dd052997a80ec2b1,13677755,69,1,2,0.0992036647509425,0.04077270621263824,0.020746880728583494,0.03768407780972077
0x3ff965c58ab983f79874005ea541895e70f64e2e90fc2f1d83c27b669ee9c609,13607175,2,1,2,0.10294578073105663,0.03170730046516533,0.041907009020841574,0.02933147124504973
0x41a6343c3b81781ffd5bb94372e42b327057365094a97211fa552b0107f41a20,13471362,6,1,2,0.09669469239072154,0.035196868030222504,0.013806171754119075,0.04769165260637995
0x42de2ad2909d5cb8f8d70338d6ad7370d997469fee5b8ea0529fab9653fa99d0,13586073,29,1,2,0.13940224370612994,0.04781496959120243,0.04743517394484027,0.044152100170087236
0x431aced3f56ff1be2bb5902906dfa18a7b953744c0fe33ebef583a08eb5c5b07,13709881,3,1,2,0.025706507814603232,0.005963909812987896,0.015481485559532304,0.004261112442083033
0x451ad8834104f3d497cb8e92f532491830dfbc2442874643b8bbc2211a90a4fb,13664549,0,1,2,0.2297155050494677,0.11003372691869481,0.017794847768039322,0.10188693036273355
0x45800191c693a1400a67f3a633c9fd4d146c4ee50665be9afdbb1ca28c7a965b,13681476,0,1,2,0.018009820969094023,0.004016190076107917,0.01027008999446346,0.0037235408985226443
0x45aa4cf6222c82f666c9bbe77429f211cfc627a8784363d8b07d7dd30d7d2f0c,13716282,17,1,2,0.08162646221745286,0.030609923331544785,0.049632735555473886,0.001383803330434183
0x465716aff27a3c6d83cbee8498b19b02da8240485db9163c20db3fe957467f33,13746323,6,1,2,0.016751669877419665,0.004422440847638721,0.008238215328987396,0.0040910137007935474
0x466fa068e4cb0efac24a11de6b0322d574f43cb75b7de13c6e9b15fe253df691,13740737,32,1,2,0.08938345126575514,0.0374516660803516,0.01735459684637136,0.03457718833903217
0x475e38ae944a1947a4974cf38532d571cab8907391634bc691df02d6aaca2940,13685985,100,1,2,0.07817597241176535,0.031035861047470685,0.018400522846455433,0.02873958851783923
0x480776f4689e29e5d490250fec55637c5a674e76d8e0b58d54f506880df891a0,13733277,2,1,2,0.10009420710644377,0.03152967523852969,0.03926355359865521,0.029300978269258877
0x48270b36eea6dd0ab2d7a97bc3786d6c45fc6b299a8a9ba49dbc3dc4db5408ad,13682245,0,1,2,0.4462247554781056,0.21686523116235915,0.0287040922158672,0.20065543209987927
0x487f06ea61e04483755079920d3ae6fa4be46f0ef962f4002848a6bd9ebe362a,13603763,6,1,2,0.018641942556930115,0.00214382339404695,0.015400626416225712,0.0010974927466574514
0x48a94d17c8c2aa16bd5855652b4da1bd54b9594b10d7cb826ec1ae295488478c,13676864,1,1,2,0.012778373441017968,0.00214676673809099,0.00862702040034891,0.0020045863025780694
0x48bdc90b2ce4e1fce591aa2ca595f52ab2e08a2556376c6af78638ce1677fdb3,13655111,0,1,2,0.7975807355158413,0.4035758521710155,0.01994856159424366,0.3740563217505822
0x49113cc38be959e8f9995096bcc24e19b4e033070d922b5c12bd8738921b2c04,13708839,0,1,2,2.1779140070249463,1.1129140575897474,0.03414618892062208,1.0308537605145769
0x494132731a953af6eceb637b9e197af55adc8a9b624253a08871d9e226a944f3,13677569,0,1,1,0.5093500009302325,0.1480926,0.04575355696718892,0.31550384396304365
0x49901aa65c44643d0b0daed304b952fab68b2fc3fb39cea485e50e705fb5268e,13742496,5,1,2,0.015223755021690865,0.004034295080748009,0.007452366688360391,0.003737093252582465
0x4a49b33e924c8ac540334425aa6c65d99081e29f7cd4f7085558dd36bc09099e,13606405,3,1,2,1.4214533804349094,0.5444166447065703,0.37412117730230826,0.5029155584260308
0x4a7c662baa0effb42f1fd0ed115ad9e7fdf71fc951f842aec205fc32dfd5c2f5,13760133,0,1,2,0.020463303665435712,0.00640501404728128,0.00812424818182476,0.005934041436329671
0x4a81119b164fcaa879581edb3fcfdbbaa69403741743eb9b4de6703faad90a77,13480547,1,1,2,0.012707034190495868,0.000520988401810328,0.010088976253913218,0.002097069534772322
0x4bb43e7e8f52d05b633ee3b72b3d7cc30d2e89678e82e697604591129dd7daa0,13694396,2,1,2,0.02900542223391128,0.002320433778712896,0.02449940376615288,0.002185584689045502
0x4c6b82da7e4ec840ebce2df0da767ac8afd49ec454c35a2aed6a5249d77b9bc0,13590461,0,1,1,1.2957807671521109,0.4052153,0.11909550236092009,0.7714699647911907
0x4ccf8136b1265c64c9bc683e50a32a3c7afe3ed7a8ea0b8476169f93f673f25c,13718681,5,1,2,0.03627749020300046,0.009432147452780051,0.02301492287563068,0.0038304198745897286
0x4d09682053a332bd8a631577c744c7855095bbb7acc7920f725bf3f7ef28583a,13682913,7,1,2,0.016408390445092968,0.002723792813885404,0.012917058589470806,0.0007675390417367575
0x4d4947b2b2743ebb4cf542420aeeca49adf67f8f43be45a465a890e59325f6d0,13651128,7,1,2,0.010846172938570415,0.002331927181792593,0.006748080129998496,0.0017661656267793265
0x4d4a71c048de876654d58866f113bd72bfea322742a3f3083d23af839e605db3,13505144,2,1,2,0.11387791226212048,0.06878225900632091,0.04051987159135487,0.004575781664444695
0x4d75b8a90f4ba32f6674afb5bcbc2d63a3e6dfefa32b2960247093f70b1814bb,13592036,2,1,2,0.01662162752577624,0.00398919060618624,0.01129075477579656,0.0013416821437934375
0x4d8c2c6fdaba01290ea28f741c18b028fa25e1d0f54475db2f57cdcbfa32679f,13493613,84,1,2,0.04656539707026937,0.00330614319198912,0.02872247129835332,0.014536782579926931
0x4d9a0ea45365b1e4aad03f574616383491039ce372b1b45bf391813545505bbd,13743071,0,1,2,0.19513433377562206,0.0924936742096446,0.01724652132137171,0.08539413824460575
0x4e6e9292f4e9afd64e173bd057aad2ca81c8083f5a95a5560528a20abd318b58,13738158,2,1,2,0.5818727217910298,0.26009710664059016,0.08121645925175702,0.2405591558986826
0x4efd88dedb448550ba00f3405295fcca3ff74243f33de992820ab3e27e4b4918,13710136,9,1,2,0.021064348467855185,0.003854775769617465,0.013618483520783086,0.0035910891774546348
0x4f052558c022da2c99573d1d322835016423fc2afab03d3aa1db20c10067f580,13751515,0,1,1,0.18652875791323686,0.0477997,0.04280641292893539,0.09592264498430148
0x507885392a2abec069f94de70dbbddc8a8599c3f76bf9a1e7c20d7c41ca8bc20,13717149,0,1,2,0.22975434545141282,0.09833485985320446,0.04048147163069361,0.09093801396751476
0x50bd3c97187f0d938bd987c170329c7b656629fed7e4fc13873382e3c64b35df,13695842,0,1,2,0.05285683692523585,0.021037021096243887,0.012304281056346998,0.019515534772644963
0x51316ffeb6ca1ad5443f16b0548d9d38a7280387fff0497b6439fcc5aeb722e4,13493177,0,1,2,0.047914707955330496,0.004503982547801172,0.025381333087624355,0.018029392319904972
0x513a4b0a6207fe4628482241541051d13979256586296a5b6dc29f6dd27c4b1d,13681610,5,1,2,0.01721879251785021,0.0036159464287485,0.01079907866491872,0.0028037674241829912
0x5338004b2cfe2b49256369c584d42b7e2720ba6638c608a97ba6c4795fede30b,13726186,53,1,2,0.3750200266933923,0.182259732972988,0.02448582430753921,0.16827446941286506
0x53d24ef361358678b3893bbd61be406894607f8317d8b9329616d839725824b0,13700765,0,1,2,0.4384750650047565,0.21353735665731613,0.027084082974448333,0.1978536253729921
